source_file,line,tag,attr,link,link_type,status,http_code,note
components\header.html,69,a,href,/consolas/xbox/xbox-series-x-negro-1tb/index.html,internal,OK,,
components\header.html,70,a,href,/consolas/xbox/xbox-series-x-blanco-1tb/index.html,internal,OK,,
consolas\index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\index.html,22,link,href,https://kamzilu.com/consolas/,external,BROKEN,404,HTTPError 404
consolas\index.html,28,link,href,/favicon.ico,internal,OK,,
consolas\index.html,29,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\index.html,30,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\index.html,49,link,href,https://fonts.googleapis.com,external,BROKEN,404,HTTPError 404
consolas\index.html,50,link,href,https://fonts.gstatic.com,external,BROKEN,404,HTTPError 404
consolas\index.html,51,link,href,https://fonts.googleapis.com/css2?family=Chakra+Petch:wght@400;500;600;700&family=Space+Grotesk:wght@300;400;500;600&family=Handjet:wght@400;600;800&family=Jersey+25&display=swap,external,OK,200,
consolas\index.html,56,link,href,/css/base.css,internal,OK,,
consolas\index.html,57,link,href,/css/header.css,internal,OK,,
consolas\index.html,58,link,href,/css/footer.css,internal,OK,,
consolas\index.html,59,link,href,/css/main.css,internal,OK,,
consolas\index.html,60,link,href,/css/utilities.css,internal,OK,,
consolas\index.html,61,link,href,/css/animations.css,internal,OK,,
consolas\index.html,110,img,src,/img/consolas/brands/nintendo_logo.avif,internal,OK,,
consolas\index.html,117,img,src,/img/consolas/brands/ps_logo.avif,internal,OK,,
consolas\index.html,124,img,src,/img/consolas/brands/xbox_logo.avif,internal,OK,,
consolas\index.html,138,img,src,/img/resources/icons/shopping-bag.png,internal,OK,,
consolas\index.html,148,img,src,/img/resources/icons/gamepad.png,internal,OK,,
consolas\index.html,157,img,src,/img/resources/icons/calendar.png,internal,OK,,
consolas\index.html,166,img,src,/img/resources/icons/secure-payment.png,internal,OK,,
consolas\index.html,181,script,src,/js/load-components.js,internal,OK,,
consolas\index.html,182,script,src,/js/burger.js,internal,OK,,
consolas\index.html,183,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\index.html,184,script,src,/js/safe.js,internal,OK,,
consolas\index.html,185,script,src,/js/scroll-animations.js,internal,OK,,
consolas\index.html,186,script,src,/js/metrics/metrics.js,internal,OK,,
consolas\index.html,189,script,src,/js/hero-animations.js,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,28,link,href,https://kamzilu.com/consolas/nintendo/nintendo-switch-2+mario-kart-bundle,external,OK,200,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,46,link,href,/favicon.ico,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,47,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,48,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,51,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,52,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,53,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,56,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,59,link,href,/css/base.css,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,60,link,href,/css/header.css,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,61,link,href,/css/footer.css,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,62,link,href,/css/main.css,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,63,link,href,/css/utilities.css,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,64,link,href,/css/animations.css,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,67,link,href,/css/template-item-1.css,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,70,script,src,/js/load-components.js,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,71,script,src,/js/burger.js,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,72,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,73,script,src,/js/template-item-1-loader.js,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,74,script,src,/js/safe.js,internal,OK,,
consolas\nintendo\nintendo-switch-2+mario-kart-bundle\index.html,75,script,src,/js/metrics/metrics.js,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,28,link,href,https://kamzilu.com/consolas/nintendo/nintendo-switch-lite-yellow,external,OK,200,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,46,link,href,/favicon.ico,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,47,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,48,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,51,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,52,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,53,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,56,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,59,link,href,/css/base.css,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,60,link,href,/css/header.css,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,61,link,href,/css/footer.css,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,62,link,href,/css/main.css,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,63,link,href,/css/utilities.css,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,64,link,href,/css/animations.css,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,67,link,href,/css/template-item-1.css,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,70,script,src,/js/load-components.js,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,71,script,src,/js/burger.js,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,72,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,73,script,src,/js/template-item-1-loader.js,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,74,script,src,/js/safe.js,internal,OK,,
consolas\nintendo\nintendo-switch-lite-yellow\index.html,75,script,src,/js/metrics/metrics.js,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,28,link,href,https://kamzilu.com/consolas/nintendo/nintendo-switch-oled-blanco,external,OK,200,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,46,link,href,/favicon.ico,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,47,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,48,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,51,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,52,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,53,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,56,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,59,link,href,/css/base.css,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,60,link,href,/css/header.css,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,61,link,href,/css/footer.css,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,62,link,href,/css/main.css,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,63,link,href,/css/utilities.css,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,64,link,href,/css/animations.css,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,67,link,href,/css/template-item-1.css,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,70,script,src,/js/load-components.js,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,71,script,src,/js/burger.js,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,72,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,73,script,src,/js/template-item-1-loader.js,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,74,script,src,/js/safe.js,internal,OK,,
consolas\nintendo\nintendo-switch-oled-blanco\index.html,75,script,src,/js/metrics/metrics.js,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,28,link,href,https://kamzilu.com/consolas/playstation/playstation-5-pro-digital-2tb,external,OK,200,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,46,link,href,/favicon.ico,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,47,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,48,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,51,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,52,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,53,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,56,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,59,link,href,/css/base.css,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,60,link,href,/css/header.css,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,61,link,href,/css/footer.css,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,62,link,href,/css/main.css,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,63,link,href,/css/utilities.css,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,64,link,href,/css/animations.css,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,67,link,href,/css/template-item-1.css,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,70,script,src,/js/load-components.js,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,71,script,src,/js/burger.js,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,72,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,73,script,src,/js/template-item-1-loader.js,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,74,script,src,/js/safe.js,internal,OK,,
consolas\playstation\playstation-5-pro-digital-2tb\index.html,75,script,src,/js/metrics/metrics.js,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,28,link,href,https://kamzilu.com/consolas/playstation/playstation-5-slim-blanco-estandar-1tb,external,OK,200,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,46,link,href,/favicon.ico,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,47,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,48,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,51,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,52,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,53,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,56,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,59,link,href,/css/base.css,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,60,link,href,/css/header.css,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,61,link,href,/css/footer.css,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,62,link,href,/css/main.css,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,63,link,href,/css/utilities.css,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,64,link,href,/css/animations.css,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,67,link,href,/css/template-item-1.css,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,70,script,src,/js/load-components.js,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,71,script,src,/js/burger.js,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,72,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,73,script,src,/js/template-item-1-loader.js,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,74,script,src,/js/safe.js,internal,OK,,
consolas\playstation\playstation-5-slim-blanco-estandar-1tb\index.html,75,script,src,/js/metrics/metrics.js,internal,OK,,
consolas\template-item-1.html,5,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\template-item-1.html,25,link,href,https://kamzilu.com/consolas/{BRAND_SLUG}/{PRODUCT_SLUG}/,external,BROKEN,404,HTTPError 404
consolas\template-item-1.html,28,link,href,/favicon.ico,internal,OK,,
consolas\template-item-1.html,29,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\template-item-1.html,30,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\template-item-1.html,49,link,href,https://fonts.googleapis.com,external,BROKEN,404,HTTPError 404
consolas\template-item-1.html,50,link,href,https://fonts.gstatic.com,external,BROKEN,404,HTTPError 404
consolas\template-item-1.html,51,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&family=Barlow:wght@300;400;500&family=Handjet:wght@300;500;700&family=Jersey+25&display=swap,external,OK,200,
consolas\template-item-1.html,54,link,href,/css/base.css,internal,OK,,
consolas\template-item-1.html,55,link,href,/css/header.css,internal,OK,,
consolas\template-item-1.html,56,link,href,/css/footer.css,internal,OK,,
consolas\template-item-1.html,57,link,href,/css/main.css,internal,OK,,
consolas\template-item-1.html,58,link,href,/css/utilities.css,internal,OK,,
consolas\template-item-1.html,59,link,href,/css/animations.css,internal,OK,,
consolas\template-item-1.html,62,link,href,/css/template-item-1.css,internal,OK,,
consolas\template-item-1.html,126,script,src,/js/load-components.js,internal,OK,,
consolas\template-item-1.html,127,script,src,/js/burger.js,internal,OK,,
consolas\template-item-1.html,128,script,src,/js/safe.js,internal,OK,,
consolas\template-item-1.html,129,script,src,/js/metrics/metrics.js,internal,OK,,
consolas\template-item-1.html,132,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\template-item-1.html,133,script,src,/js/template-item-1-loader.js,internal,OK,,
consolas\xbox\xbox-series-s\index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\xbox\xbox-series-s\index.html,28,link,href,https://kamzilu.com/consolas/xbox/xbox-series-s,external,OK,200,
consolas\xbox\xbox-series-s\index.html,46,link,href,/favicon.ico,internal,OK,,
consolas\xbox\xbox-series-s\index.html,47,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\xbox\xbox-series-s\index.html,48,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\xbox\xbox-series-s\index.html,51,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
consolas\xbox\xbox-series-s\index.html,52,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
consolas\xbox\xbox-series-s\index.html,53,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
consolas\xbox\xbox-series-s\index.html,56,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
consolas\xbox\xbox-series-s\index.html,59,link,href,/css/base.css,internal,OK,,
consolas\xbox\xbox-series-s\index.html,60,link,href,/css/header.css,internal,OK,,
consolas\xbox\xbox-series-s\index.html,61,link,href,/css/footer.css,internal,OK,,
consolas\xbox\xbox-series-s\index.html,62,link,href,/css/main.css,internal,OK,,
consolas\xbox\xbox-series-s\index.html,63,link,href,/css/utilities.css,internal,OK,,
consolas\xbox\xbox-series-s\index.html,64,link,href,/css/animations.css,internal,OK,,
consolas\xbox\xbox-series-s\index.html,67,link,href,/css/template-item-1.css,internal,OK,,
consolas\xbox\xbox-series-s\index.html,70,script,src,/js/load-components.js,internal,OK,,
consolas\xbox\xbox-series-s\index.html,71,script,src,/js/burger.js,internal,OK,,
consolas\xbox\xbox-series-s\index.html,72,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\xbox\xbox-series-s\index.html,73,script,src,/js/template-item-1-loader.js,internal,OK,,
consolas\xbox\xbox-series-s\index.html,74,script,src,/js/safe.js,internal,OK,,
consolas\xbox\xbox-series-s\index.html,75,script,src,/js/metrics/metrics.js,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,28,link,href,https://kamzilu.com/consolas/xbox/xbox-series-x-blanco-1tb,external,OK,200,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,46,link,href,/favicon.ico,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,47,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,48,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,51,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,52,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,53,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,56,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,59,link,href,/css/base.css,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,60,link,href,/css/header.css,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,61,link,href,/css/footer.css,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,62,link,href,/css/main.css,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,63,link,href,/css/utilities.css,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,64,link,href,/css/animations.css,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,67,link,href,/css/template-item-1.css,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,70,script,src,/js/load-components.js,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,71,script,src,/js/burger.js,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,72,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,73,script,src,/js/template-item-1-loader.js,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,74,script,src,/js/safe.js,internal,OK,,
consolas\xbox\xbox-series-x-blanco-1tb\index.html,75,script,src,/js/metrics/metrics.js,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
consolas\xbox\xbox-series-x-negro-1tb\index.html,28,link,href,https://kamzilu.com/consolas/xbox/xbox-series-x-negro-1tb,external,OK,200,
consolas\xbox\xbox-series-x-negro-1tb\index.html,46,link,href,/favicon.ico,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,47,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,48,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,51,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
consolas\xbox\xbox-series-x-negro-1tb\index.html,52,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
consolas\xbox\xbox-series-x-negro-1tb\index.html,53,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
consolas\xbox\xbox-series-x-negro-1tb\index.html,56,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
consolas\xbox\xbox-series-x-negro-1tb\index.html,59,link,href,/css/base.css,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,60,link,href,/css/header.css,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,61,link,href,/css/footer.css,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,62,link,href,/css/main.css,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,63,link,href,/css/utilities.css,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,64,link,href,/css/animations.css,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,67,link,href,/css/template-item-1.css,internal,OK,,
